web-1  | 2025-12-01 09:43:31,737 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-01 09:43:31,746 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-01 10:43:34,325 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-01 10:43:34,353 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.03s) 
web-1  | 2025-12-01 10:43:34,359 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-01 10:43:34,370 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-01 11:43:19,501 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-01 11:43:19,525 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.02s) 
web-1  | 2025-12-01 11:43:19,531 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-01 11:43:19,541 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-01 12:43:23,506 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-01 12:43:23,527 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.02s) 
web-1  | 2025-12-01 12:43:23,533 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-01 12:43:23,541 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-01 13:43:27,061 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-01 13:43:27,083 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.02s) 
web-1  | 2025-12-01 13:43:27,087 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-01 13:43:27,095 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-01 18:24:27,622 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-01 18:24:27,700 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.08s) 
web-1  | 2025-12-01 18:24:27,714 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-01 18:24:27,734 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.02s) 
web-1  | 2025-12-01 19:07:45,660 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-01 21:52:35,217 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.18s) 
web-1  | 2025-12-01 21:52:35,302 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-01 22:27:53,457 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.04s) 
web-1  | 2025-12-01 22:28:39,414 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-01 22:28:39,434 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.02s) 
web-1  | 2025-12-01 22:43:54,405 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-01 22:43:54,422 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.02s) 
web-1  | 2025-12-01 22:43:54,426 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-01 22:43:54,435 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 00:22:22,982 1 INFO ? odoo: Odoo version 19.1a1 
web-1  | 2025-12-02 00:22:22,985 1 INFO ? odoo: Using configuration file at /etc/odoo/odoo.conf 
web-1  | 2025-12-02 00:22:22,985 1 INFO ? odoo: addons paths: _NamespacePath(['/opt/odoo/odoo/addons', '/var/lib/odoo/addons/19.1', '/mnt/extra-addons', '/opt/odoo/addons']) 
web-1  | 2025-12-02 00:22:22,985 1 INFO ? odoo: database: odoo@db:5432 
web-1  | 2025-12-02 00:22:23,697 1 INFO ? odoo.service.server: HTTP service (werkzeug) running on ffa76587b497:8069 
web-1  | 2025-12-02 00:23:23,878 1 INFO vfs odoo.modules.loading: loading 1 modules... 
web-1  | 2025-12-02 00:23:23,881 1 INFO vfs odoo.modules.loading: 1 modules loaded in 0.00s, 0 queries (+0 extra) 
web-1  | 2025-12-02 00:23:24,009 1 INFO vfs odoo.modules.loading: loading 61 modules... 
web-1  | 2025-12-02 00:23:24,969 1 INFO vfs odoo.modules.loading: 61 modules loaded in 0.96s, 0 queries (+7 extra) 
web-1  | 2025-12-02 00:23:25,051 1 WARNING vfs odoo.fields: Field leasing.vehicle.reg_no: unknown parameter 'unique', if this is an actual parameter you may want to override the method _valid_field_parameter on the relevant model in order to allow it 
web-1  | 2025-12-02 00:23:25,069 1 INFO vfs odoo.modules.loading: Modules loaded. 
web-1  | 2025-12-02 00:23:25,103 1 INFO vfs odoo.registry: Registry loaded in 1.254s 
web-1  | 2025-12-02 00:23:25,113 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-02 00:23:25,114 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-02 00:23:25,189 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.08s) 
web-1  | 2025-12-02 00:23:25,193 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.08s) 
web-1  | 2025-12-02 00:43:26,434 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-02 00:43:26,458 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.02s) 
web-1  | 2025-12-02 00:43:26,465 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-02 00:43:26,474 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 01:43:29,995 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-02 01:43:30,018 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.02s) 
web-1  | 2025-12-02 01:43:30,026 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-02 01:43:30,040 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 02:00:31,041 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Account: Post draft entries with auto_post enabled and accounting date up to today' (17) starting 
web-1  | 2025-12-02 02:00:31,083 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Account: Post draft entries with auto_post enabled and accounting date up to today' (17) fully done (#loop 1; done 0; remaining 0; duration 0.04s) 
web-1  | 2025-12-02 02:43:33,503 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-02 02:43:33,521 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.02s) 
web-1  | 2025-12-02 02:43:33,526 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-02 02:43:33,534 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 03:23:35,148 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Base: Auto-vacuum internal data' (1) starting 
web-1  | 2025-12-02 03:23:35,318 1 INFO vfs odoo.addons.base.models.res_users: GC 'auth_totp.device' delete 0 entries 
web-1  | 2025-12-02 03:23:35,370 1 INFO vfs odoo.addons.base.models.res_device: GC device logs delete 0 entries 
web-1  | 2025-12-02 03:23:35,507 1 INFO vfs odoo.addons.base.models.res_device: GC device logs delete 0 entries 
web-1  | 2025-12-02 03:23:35,531 1 INFO vfs odoo.addons.api_doc.models.ir_attachment: GC'd 0 /doc cached index 
web-1  | 2025-12-02 03:23:35,547 1 INFO vfs odoo.addons.base.models.res_users: GC'd 0 user log entries 
web-1  | 2025-12-02 03:23:35,631 1 INFO vfs odoo.addons.base.models.res_users: GC 'res.users.apikeys' delete 0 entries 
web-1  | 2025-12-02 03:23:35,662 1 INFO vfs odoo.addons.sms.models.sms_sms: GC'd 0 sms marked for deletion 
web-1  | 2025-12-02 03:23:35,685 1 INFO vfs odoo.addons.base.models.ir_attachment: filestore gc 0 checked, 0 removed 
web-1  | 2025-12-02 03:23:35,734 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Base: Auto-vacuum internal data' (1) fully done (#loop 1; done 96; remaining 0; duration 0.59s) 
web-1  | 2025-12-02 03:23:35,739 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Base: Portal Users Deletion' (2) starting 
web-1  | 2025-12-02 03:23:35,749 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Base: Portal Users Deletion' (2) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 03:43:37,076 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-02 03:43:37,094 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.02s) 
web-1  | 2025-12-02 03:43:37,099 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-02 03:43:37,107 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 04:43:40,580 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-02 04:43:40,606 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.03s) 
web-1  | 2025-12-02 04:43:40,610 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-02 04:43:40,618 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 05:43:44,080 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Post scheduled messages' (7) starting 
web-1  | 2025-12-02 05:43:44,096 1 INFO vfs odoo.addons.mail.models.mail_scheduled_message: Posting 0 scheduled messages 
web-1  | 2025-12-02 05:43:44,098 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Post scheduled messages' (7) fully done (#loop 1; done 0; remaining 0; duration 0.02s) 
web-1  | 2025-12-02 05:43:44,102 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-02 05:43:44,110 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 05:43:44,112 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: send web push notification' (9) starting 
web-1  | 2025-12-02 05:43:44,120 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: send web push notification' (9) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 05:43:44,124 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: End polls' (10) starting 
web-1  | 2025-12-02 05:43:44,136 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: End polls' (10) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 05:43:44,139 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Discuss: channel member unmute' (11) starting 
web-1  | 2025-12-02 05:43:44,147 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Discuss: channel member unmute' (11) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 05:43:44,150 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'SMS: SMS Queue Manager' (13) starting 
web-1  | 2025-12-02 05:43:44,157 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'SMS: SMS Queue Manager' (13) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 05:43:44,160 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Snailmail: process letters queue' (14) starting 
web-1  | 2025-12-02 05:43:44,168 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Snailmail: process letters queue' (14) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 05:43:44,171 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Send invoices automatically' (18) starting 
web-1  | 2025-12-02 05:43:44,179 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Send invoices automatically' (18) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 05:43:44,182 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-02 05:43:44,189 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 05:43:44,192 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Users: Notify About Unregistered Users' (12) starting 
web-1  | 2025-12-02 05:43:44,203 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Users: Notify About Unregistered Users' (12) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 05:45:44,325 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Purchase reminder' (22) starting 
web-1  | 2025-12-02 05:45:44,344 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Purchase reminder' (22) fully done (#loop 1; done 0; remaining 0; duration 0.02s) 
web-1  | 2025-12-02 06:43:47,984 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-02 06:43:48,007 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.02s) 
web-1  | 2025-12-02 06:43:48,012 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-02 06:43:48,020 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 07:43:51,505 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-02 07:43:51,532 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.03s) 
web-1  | 2025-12-02 07:43:51,537 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Digest Emails' (15) starting 
web-1  | 2025-12-02 07:43:51,546 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Digest Emails' (15) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 07:43:51,549 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-02 07:43:51,558 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 08:43:55,237 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-02 08:43:55,256 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.02s) 
web-1  | 2025-12-02 08:43:55,262 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-02 08:43:55,274 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 09:43:58,833 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-02 09:43:58,855 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.02s) 
web-1  | 2025-12-02 09:43:58,860 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-02 09:43:58,867 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 10:43:18,471 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) starting 
web-1  | 2025-12-02 10:43:18,494 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Notification: Notify scheduled messages' (8) fully done (#loop 1; done 0; remaining 0; duration 0.02s) 
web-1  | 2025-12-02 10:43:18,498 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) starting 
web-1  | 2025-12-02 10:43:18,507 1 INFO vfs odoo.addons.base.models.ir_cron: Job 'Mail: Email Queue Manager' (3) fully done (#loop 1; done 0; remaining 0; duration 0.01s) 
web-1  | 2025-12-02 11:31:28,704 1 INFO ? odoo.service.server: Initiating shutdown 
web-1  | 2025-12-02 11:31:28,704 1 INFO ? odoo.service.server: Hit CTRL-C again or send a second signal to force the shutdown. 
web-1  | 2025-12-02 11:31:29,000 1 INFO ? odoo.sql_db: ConnectionPool(read/write;used=0/count=0/max=64): Closed 3 connections  
web-1  | 2025-12-02 11:31:30,130 1 INFO ? odoo: Odoo version 19.1a1 
web-1  | 2025-12-02 11:31:30,132 1 INFO ? odoo: Using configuration file at /etc/odoo/odoo.conf 
web-1  | 2025-12-02 11:31:30,133 1 INFO ? odoo: addons paths: _NamespacePath(['/opt/odoo/odoo/addons', '/var/lib/odoo/addons/19.1', '/mnt/extra-addons', '/opt/odoo/addons']) 
web-1  | 2025-12-02 11:31:30,133 1 INFO ? odoo: database: odoo@db:5432 
web-1  | 2025-12-02 11:31:30,487 1 INFO ? odoo.service.server: HTTP service (werkzeug) running on ffa76587b497:8069 
web-1  | 2025-12-02 11:31:43,858 1 INFO vfs odoo.modules.loading: loading 1 modules... 
web-1  | 2025-12-02 11:31:43,861 1 INFO vfs odoo.modules.loading: 1 modules loaded in 0.00s, 0 queries (+0 extra) 
web-1  | 2025-12-02 11:31:43,937 1 INFO vfs odoo.modules.loading: loading 61 modules... 
web-1  | 2025-12-02 11:31:45,011 1 INFO vfs odoo.modules.loading: 61 modules loaded in 1.07s, 0 queries (+0 extra) 
web-1  | 2025-12-02 11:31:45,080 1 WARNING vfs odoo.fields: Field leasing.vehicle.reg_no: unknown parameter 'unique', if this is an actual parameter you may want to override the method _valid_field_parameter on the relevant model in order to allow it 
web-1  | 2025-12-02 11:31:45,098 1 INFO vfs odoo.modules.loading: Modules loaded. 
web-1  | 2025-12-02 11:31:45,105 1 WARNING vfs odoo.schema: Missing not-null constraint on leasing.contract.journal_id 
web-1  | 2025-12-02 11:31:45,122 1 INFO vfs odoo.registry: Registry loaded in 1.280s 
web-1  | 2025-12-02 11:31:45,123 1 INFO vfs odoo.addons.base.models.ir_http: Generating routing map for key None 
web-1  | 2025-12-02 11:31:45,147 1 INFO vfs odoo.addons.base.models.res_device: User 2 inserts device log (h7g5hf6_ExEJ5C-hO8dfpgocuICxb8pE1fK4F49Bm0) 
web-1  | 2025-12-02 11:31:45,733 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:45] "GET /odoo/apps HTTP/1.1" 200 - 113 0.114 1.779
web-1  | 2025-12-02 11:31:45,786 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:45] "GET /web/assets/debug/web.assets_web.js HTTP/1.1" 200 - 3 0.004 0.016
web-1  | 2025-12-02 11:31:45,800 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:45] "GET /web/assets/debug/web.assets_web.css HTTP/1.1" 200 - 5 0.006 0.022
web-1  | 2025-12-02 11:31:45,858 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:45] "GET /web/assets/debug/web.assets_web_print.css HTTP/1.1" 200 - 5 0.003 0.013
web-1  | 2025-12-02 11:31:45,881 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:45] "GET /web/webclient/load_menus HTTP/1.1" 200 - 13 0.025 0.015
web-1  | 2025-12-02 11:31:46,003 1 INFO ? werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "GET /web/static/img/favicon.ico HTTP/1.1" 200 - 0 0.000 0.003
web-1  | 2025-12-02 11:31:46,033 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "GET /web/manifest.webmanifest HTTP/1.1" 200 - 8 0.007 0.004
web-1  | 2025-12-02 11:31:46,040 1 INFO ? werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "GET /web/static/img/odoo-icon-192x192.png HTTP/1.1" 200 - 0 0.000 0.001
web-1  | 2025-12-02 11:31:46,063 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "GET /web/webclient/translations?hash=&lang=en_US HTTP/1.1" 200 - 2 0.002 0.036
web-1  | 2025-12-02 11:31:46,081 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "GET /web/bundle/web_tour.interactive?lang=en_US&debug=assets HTTP/1.1" 200 - 3 0.001 0.006
web-1  | 2025-12-02 11:31:46,085 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "GET /bus/websocket_worker_bundle?v=19.0-2 HTTP/1.1" 200 - 4 0.002 0.004
web-1  | 2025-12-02 11:31:46,187 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "GET /web/image?model=res.users&field=avatar_128&id=2 HTTP/1.1" 200 - 15 0.021 0.016
web-1  | 2025-12-02 11:31:46,187 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "GET /web/image/res.partner/3/avatar_128?unique=1764107732000 HTTP/1.1" 200 - 14 0.020 0.017
web-1  | 2025-12-02 11:31:46,196 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "POST /web/action/load HTTP/1.1" 200 - 11 0.032 0.014
web-1  | 2025-12-02 11:31:46,197 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "GET /web/assets/8903f86/web.odoo_ui_icons.min.woff2 HTTP/1.1" 200 - 3 0.008 0.028
web-1  | 2025-12-02 11:31:46,197 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "GET /web/assets/0ed95cb/web.fontawesome.min.woff2 HTTP/1.1" 200 - 3 0.011 0.021
web-1  | 2025-12-02 11:31:46,199 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "GET /websocket?version=19.0-2 HTTP/1.1" 101 - 1 0.002 0.015
web-1  | 2025-12-02 11:31:46,206 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "GET /web/assets/debug/web_tour.interactive.js HTTP/1.1" 200 - 3 0.002 0.010
web-1  | 2025-12-02 11:31:46,246 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "POST /mail/data HTTP/1.1" 200 - 27 0.047 0.026
web-1  | 2025-12-02 11:31:46,275 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "POST /web/dataset/call_kw/ir.module.module/get_views#ir.module.module.get_views HTTP/1.1" 200 - 45 0.023 0.041
web-1  | 2025-12-02 11:31:46,294 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "POST /web/dataset/call_kw/ir.module.module/search_panel_select_range#ir.module.module.search_panel_select_range HTTP/1.1" 200 - 1 0.001 0.005
web-1  | 2025-12-02 11:31:46,319 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "POST /web/dataset/call_kw/ir.module.module/check_module_update#ir.module.module.check_module_update HTTP/1.1" 200 - 2 0.002 0.004
web-1  | 2025-12-02 11:31:46,321 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "POST /web/dataset/call_kw/ir.module.module/search_panel_select_range#ir.module.module.search_panel_select_range HTTP/1.1" 200 - 43 0.020 0.012
web-1  | 2025-12-02 11:31:46,427 1 INFO vfs werkzeug: 172.19.0.1 - - [02/Dec/2025 11:31:46] "POST /web/dataset/call_kw/ir.module.module/web_search_read#ir.module.module.web_search_read HTTP/1.1" 200 - 4 0.004 0.133
